"MP_hydroid","Hydrocode","Source Type","MP Name","Facility_hydroid","Facility","Use Type","Year","Water Use MGY","Water Use (MGD)","Latitude","Longitude","FIPS Code","Locality" 
"225843","vwuds_tfr-1128-0800-TW-DL","Transfer","FROM DAYTON (TOWN)","74037","DAYTON PLANT","manufacturing","1993","0","0.00","38.413055555556","-78.938888888889","51165",""
"225471","vwuds_tfr-0661-0957-TW-DL","Transfer","FROM MARTINSVILLE (CITY)","73397","RT 58 EAST WATER SYSTEM","municipal","2002","145.3","0.40","36.691397500000","-79.839912900000","51089",""
"224863","vwuds_tfr-0162-1755-TW-DL","Transfer","FROM BUCHANAN CO PSA-DIR","73632","SEWAGE TREATMENT PLANT","commercial","1994","0","0.00","37.350000000000","-82.209722222222","51027",""
"225287","vwuds_tfr-0491-0492-TW-SD","Transfer","FROM WTP TO CAMP BARRETT","73197","CAMP BARRETT SERVICE AREA","commercial","1982","0","0.00","38.500000000000","-77.440277777778","51179",""
"224995","vwuds_tfr-0248-1975-TW-DL","Transfer","FROM WINTERGREEN PARTNERS","71693","WINTERGREEN MTN SERVICE AREA","municipal","2013","92.31","0.25","37.913888888889","-78.944444444444","51125",""
"224823","vwuds_tfr-0063-0459-TW-DL","Transfer","FROM MAURY SERV AUTH WTP","73606","LEXINGTON SERVICE AREA","municipal","2001","0","0.00","37.782777777778","-79.438333333333","51678",""
"225753","vwuds_tfr-1031-1032-TW-SD","Transfer","FROM WTP #2 TO PLANT","74462","RADFORD AMMUNITIONS PLANT","manufacturing","2012","0","0.00","37.183333333333","-80.541666666667","51121",""
"224937","vwuds_tfr-0202-0185-TW-DL","Transfer","FROM WISE (TOWN)","71778","NORTON SERVICE AREA","municipal","1989","4.99","0.01","36.933333333333","-82.630555555556","51720",""
"225337","vwuds_tfr-0547-0161-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72732","BRISTOL (VA) SERVICE AREA","municipal","1994","0","0.00","36.595833333333","-82.181944444444","51520",""
"224969","vwuds_tfr-0214-0806-TW-DL","Transfer","FROM BUENA VISTA (CITY)","72647","LONG HOLLOW SERVICE AREA","municipal","1992","5.485","0.02","37.761111111111","-79.343055555556","51163",""
"225503","vwuds_tfr-0701-0334-TW-DL","Transfer","FROM RICHMOND (CITY)","72247","HENRICO COUNTY WTP & Service Area","municipal","1988","0","0.00","37.558360858124","-77.620258580235","51087",""
"225309","vwuds_tfr-0527-0538-TW-DL","Transfer","FROM NEWPORT NEWS","73121","HUBBARDS LANE SERVICE AREA","municipal","2007","0","0.00","37.269444444444","-76.673611111111","51199",""
"224961","vwuds_tfr-0211-1974-TW-DL","Transfer","FROM RIVANNA","74296","ACSA SERVICE AREA","municipal","1993","0","0.00","38.032420200000","-78.451950300000","51003",""
"225057","vwuds_tfr-0283-0278-TW-DL","Transfer","FROM FAIRFAX WATER AUTH  POT","73528","HERNDON SERVICE AREA","municipal","2017","814991","2,232.85","39.970000000000","-77.384166666667","51059",""
"225503","vwuds_tfr-0701-0334-TW-DL","Transfer","FROM RICHMOND (CITY)","72247","HENRICO COUNTY WTP & Service Area","municipal","2009","5387","14.76","37.558360858124","-77.620258580235","51087",""
"224995","vwuds_tfr-0248-1975-TW-DL","Transfer","FROM WINTERGREEN PARTNERS","71693","WINTERGREEN MTN SERVICE AREA","municipal","2002","69.774","0.19","37.913888888889","-78.944444444444","51125",""
"224945","vwuds_tfr-0207-0098-TW-DL","Transfer","TOTAL FROM STAUNTON (CITY)","72068","SOUTH RIVER SERVICE AREA","municipal","1984","0","0.00","38.022222222222","-79.033333333333","51015",""
"224953","vwuds_tfr-0207-1983-TW-DL","Transfer","FROM STAUNTON","72869","WEST OF STAUNTON","municipal","2008","0","0.00","-99.000000000000","-99.000000000000","51015",""
"225275","vwuds_tfr-0484-0296-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73551","WARRENTON SERVICE AREA","municipal","2012","0","0.00","38.721388888889","-77.804166666667","51061",""
"225497","vwuds_tfr-0683-0674-TW-SD","Transfer","FROM CLEARWELL TO SERV AR","73487","PORTSMOUTH SERVICE AREA","municipal","2016","5521.8","15.13","36.833888888889","-76.297222222222","51740",""
"224925","vwuds_tfr-0194-1839-TW-DL","Transfer","FROM SALTVILLE (TOWN)","71939","WALKERS CR/MIDWAY SERVICE AREA","municipal","1996","0","0.00","36.855555555556","-81.735555555556","51173",""
"225263","vwuds_tfr-0477-0298-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73347","MADISON (TOWN) SERVICE AREA","municipal","2001","0","0.00","38.381944444444","-78.256388888889","51113",""
"225471","vwuds_tfr-0661-0957-TW-DL","Transfer","FROM MARTINSVILLE (CITY)","73397","RT 58 EAST WATER SYSTEM","municipal","1991","88.09","0.24","36.691397500000","-79.839912900000","51089",""
"225369","vwuds_tfr-0565-0723-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72683","WASHINGTON COUNTY SERVICE AREA","municipal","2001","0","0.00","36.693333333333","-81.893611111111","51191",""
"225669","vwuds_tfr-0796-0797-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74464","STUART WTP","municipal","2002","0","0.00","36.640277777778","-80.271944444444","51141",""
"224833","vwuds_tfr-0092-0267-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71849","WINCHESTER SERVICE AREA","municipal","2015","2392.34","6.55","39.184166666667","-78.164444444444","51840",""
"225287","vwuds_tfr-0491-0492-TW-SD","Transfer","FROM WTP TO CAMP BARRETT","73197","CAMP BARRETT SERVICE AREA","commercial","1986","0","0.00","38.500000000000","-77.440277777778","51179",""
"225183","vwuds_tfr-0423-0527-TW-SD","Transfer","FROM LEE HALL WTP TO SERV AREA","72531","NEWPORT NEWS SERVICE AREA","municipal","2006","0","0.00","36.969444444444","-76.429166666667","51700",""
"225721","vwuds_tfr-0912-1000-TW-SD","Transfer","FROM WTP TO PLANT","73332","MARTINSVILLE PLANT","manufacturing","2014","0","0.00","36.663055555556","-79.893611111111","51089",""
"225317","vwuds_tfr-0534-0427-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72652","WILLIAMSBURG SERVICE AREA","municipal","1987","1229.043","3.37","37.266666666667","-76.709166666667","51830",""
"225375","vwuds_tfr-0569-0318-TW-SD","Transfer","Austinville","72658","IVANHOE-MAX MEADOWS SERV AREA","municipal","2013","0","0.00","36.837500000000","-81.962500000000","51197",""
"225117","vwuds_tfr-0334-1737-TW-DL","Transfer","FROM HENRICO COUNTY","66908","VIASYSTEMS","industrial","1992","276.579","0.76","37.529166666667","-77.355555555556","51087",""
"225377","vwuds_tfr-0570-0205-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72533","WYTHEVILLE SERVICE AREA","municipal","1984","0","0.00","36.950000000000","-82.583333333333","51197",""
"224949","vwuds_tfr-0207-0100-TW-DL","Transfer","FROM STAUNTON (CITY)","74078","WEYERS CAVE SERVICE AREA","municipal","2008","0","0.00","38.287500000000","-78.904166666667","51015",""
"225597","vwuds_tfr-0741-0762-TW-DL","Transfer","FROM ROANOKE COUNTY","74207","ROANOKE PLANT","manufacturing","1989","84.411","0.23","37.355555555556","-79.952777777778","51161",""
"225375","vwuds_tfr-0569-0318-TW-SD","Transfer","Austinville","72658","IVANHOE-MAX MEADOWS SERV AREA","municipal","1988","0","0.00","36.837500000000","-81.962500000000","51197",""
"225439","vwuds_tfr-0647-0785-TW-DL-NULL","Transfer","Transfer from 0647 to 0785","73581","BLACKSBURG SERVICE AREA","municipal","2002","10.3775","0.03","37.227222222222","-80.412777777778","51121",""
"224859","vwuds_tfr-0162-0176-TW-DL","Transfer","FROM BUCHANAN CO PSA-DIRECT","73416","GRUNDY SERVICE AREA","municipal","1991","0","0.00","37.277777777778","-82.059722222222","51027",""
"225805","vwuds_tfr-1070-1071-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72309","BOYS HOME SERVICE AREA","commercial","1987","6.324","0.02","37.807500000000","-80.025555555556","51005",""
"225649","vwuds_tfr-0784-0790-TW-DL","Transfer","FROM BLCKBG-CHRSTNSBG-VPI","72004","VPI & SU SERVICE AREA","municipal","1987","0","0.00","37.227777777778","-80.422222222222","51121",""
"225805","vwuds_tfr-1070-1071-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72309","BOYS HOME SERVICE AREA","commercial","2002","0","0.00","37.807500000000","-80.025555555556","51005",""
"225343","vwuds_tfr-0552-0162-TW-DL","Transfer","FROM JOHN FLANNAGAN WATER AUTH","72676","BUCHANAN CO PSA SERVICE AREA","municipal","2013","0","0.00","37.600277777778","-82.390277777778","51051",""
"225037","vwuds_tfr-0282-0466-TW-DL","Transfer","FROM FAIRFAX CO WA-OCCOQUAN RE","74425","OWDT SERVICE AREA","municipal","2012","4777.63","13.09","38.661944444444","-77.247777777778","51153",""
"225571","vwuds_tfr-0731-0984-TW-DL","Transfer","FROM ROANOKE, CITY OF","72280","ROANOKE PLANT","manufacturing","1994","9.56","0.03","37.317500000000","-79.931944444444","51770",""
"224941","vwuds_tfr-0202-0321-TW-DL","Transfer","FROM WISE (TOWN)","71752","ESSERVILLE SERVICE AREA","municipal","2010","0","0.00","36.955000000000","-82.611666666667","51195",""
"224781","vwuds_tfr-0010-1984-TW-DL","Transfer","FROM BUCKINGHAM CO","72480","DILLWYN SERVICE AREA","municipal","2001","0","0.00","37.541666666667","-78.458333333333","51029",""
"225667","vwuds_tfr-0792-0893-TW-DL","Transfer","FROM CITY OF RADFORD","72543","PLUM CREEK SERVICE AREA","municipal","2010","34.45","0.09","37.128611111111","-80.509444444444","51121",""
"224887","vwuds_tfr-0177-1779-TW-DL","Transfer","FROM HILLSVILLE (TOWN)","71735","INDUSTRIAL PARK","municipal","1997","14.47","0.04","-99.000000000000","-99.000000000000","51035",""
"225861","vwuds_tfr-1471-1362-TW-DL","Transfer","FROM VDOC-JAMES R CORRECTIONS","73695","GOOCHLAND CT HSE SERVICE AREA","municipal","2005","0","0.00","37.682500000000","-77.885000000000","51075",""
"225961","vwuds_tfr-1884-0526-TW-SD","Transfer","FROM LITTLE CR TO HARWOOD MILL","72438","HARWOOD'S MILL WTP","municipal","1994","0","0.00","37.138055555556","-76.458333333333","51199",""
"225405","vwuds_tfr-0611-0612-TW-SD","Transfer","FROM HORSE MTN WTP TO SA","68659","COVINGTON SERVICE AREA","municipal","2007","0","0.00","37.791111111111","-79.995277777778","51580",""
"225153","vwuds_tfr-0398-0012-TW-SD","Transfer","From Georgia Pacific - Allen Rd.","71812","JARRATT WTP","municipal","1992","0","0.00","36.816666666667","-77.466666666667","51081",""
"225103","vwuds_tfr-0316-0808-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71702","JEWELL RIDGE SERVICE AREA","municipal","1990","0","0.00","37.184722222222","-81.787500000000","51185",""
"225621","vwuds_tfr-0766-0769-TW-DL","Transfer","FROM LYNCHBURG (CITY)","73353","LYNCHBURG PLANT","manufacturing","2004","0","0.00","37.401111111111","-79.500833333333","51680",""
"224855","vwuds_tfr-0161-0723-TW-DL","Transfer","FROM BRISTOL UTILITIES BD","72683","WASHINGTON COUNTY SERVICE AREA","municipal","1983","0","0.00","36.693333333333","-81.893611111111","51191",""
"224993","vwuds_tfr-0232-2040-TW-DL","Transfer","FROM VA HOT SPRINGS INC","73396","Thomastown/Bacova Junction Service Area","municipal","1998","0","0.00","-99.000000000000","-99.000000000000","51017",""
"226058","vwuds_tfr-pmp442-0188-TW-SD","Transfer","TO DAW ROAD ","72252","RICHLANDS SERVICE AREA","municipal","2013","0.73","0.00","37.094444444444","-81.806944444444","51185",""
"225511","vwuds_tfr-0710-0711-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71820","PULASKI COUNTY SERVICE AREA","municipal","1990","0","0.00","37.138055555556","-80.586666666667","51155",""
"225149","vwuds_tfr-0392-0011-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72400","ASHLAND SERVICE AREA","municipal","2012","0","0.00","37.758333333333","-77.483333333333","51085",""
"225213","vwuds_tfr-0427-2014-TW-DL","Transfer","FROM WMSBURG JAMESTOWN RD METR","73921","WILLIAM & MARY, THE COLLEGE OF","commercial","1995","0","0.00","37.270833333333","-76.708888888889","51830",""
"225949","vwuds_tfr-1882-0423-TW-SD","Transfer","FROM DIASCUND RES TO LEE HALL","72439","DIASCUND RESERVOIR","municipal","1997","0","0.00","37.168055555556","-76.555000000000","51127",""
"225435","vwuds_tfr-0641-0643-TW-SD","Transfer","FROM BLACKWATER WTP TO SA","73434","ROCKY MOUNT SERVICE AREA","municipal","1990","0","0.00","37.004166666667","-79.881666666667","51067",""
"225721","vwuds_tfr-0912-1000-TW-SD","Transfer","FROM WTP TO PLANT","73332","MARTINSVILLE PLANT","manufacturing","2019","0","0.00","36.663055555556","-79.893611111111","51089",""
"225627","vwuds_tfr-0766-1483-TW-DL","Transfer","FROM LYNCHBURG (CITY) SA","74073","LYNCHBURG PLANT","manufacturing","2000","0","0.00","37.401388888889","-79.126388888889","51680",""
"225147","vwuds_tfr-0390-0010-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73730","BUCKINGHAM COUNTY WTP","municipal","1996","0","0.00","37.533333333333","-78.483333333333","51029",""
"225277","vwuds_tfr-0485-0302-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72773","FREDERICKSBURG SERVICE AREA","municipal","1993","0","0.00","38.302777777778","-77.460555555556","51630",""
"232396","from_fairfax_co_wa_-_southside_-_main","Transfer","FROM FAIRFAX CO WA - SOUTHSIDE - MAIN","72910","DULLES INTERNATIONAL AIRPORT","commercial","2017","18.705","0.05","38.940000000000","-77.431944444400","51107",""
"224963","vwuds_tfr-0213-0154-TW-DL","Transfer","FROM FLUVANNA CO-FORK UNION","73872","BREMO BLUFF POWER PLANT","fossilpower","2007","0","0.00","37.709166666667","-78.287500000000","51065",""
"225397","vwuds_tfr-0605-0606-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72128","PULASKI (TOWN) SERVICE AREA","municipal","1991","0","0.00","37.089444444444","-80.781666666667","51155",""
"225531","vwuds_tfr-0718-0139-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72316","NEW MARKET SERVICE AREA","municipal","2001","0","0.00","38.647222222222","-78.672222222222","51171",""
"225865","vwuds_tfr-1479-1065-TW-SD","Transfer","FROM WTP TO PARK","71998","FAIRY STONE STATE PARK","commercial","1995","0","0.00","36.798611111111","-80.109722222222","51141",""
"225643","vwuds_tfr-0768-0766-TW-SD","Transfer","FROM COLLEGE HL WTP TO SA","72730","LYNCHBURG SERVICE AREA","municipal","1994","0","0.00","37.413888888889","-79.641666666667","51680",""
"224885","vwuds_tfr-0176-1751-TW-DL","Transfer","FROM GRUNDY (TOWN)","71666","SLATE CREEK SERVICE AREA","municipal","1999","0","0.00","37.285555555556","-82.070555555556","51027",""
"225009","vwuds_tfr-0267-0271-TW-DL","Transfer","FROM WINCHESTER (CITY)","72384","FREDERICK CO SA ABRAMS CREEK","municipal","1995","0","0.00","39.166666666667","-78.083333333333","51069",""
"225364","vwuds_tfr-0561-0188-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72252","RICHLANDS SERVICE AREA","municipal","1990","0","0.00","37.094444444444","-81.806944444444","51185",""
"225699","vwuds_tfr-0818-0211-TW-SD","Transfer","FROM OBSERVATRY WTP TO SERV AR","74132","CHARLOTTESVILLE & ALBEMARLE SERVICE AREA","municipal","2007","0","0.00","38.033333333333","-78.475000000000","51540",""
"224803","vwuds_tfr-0022-0430-TW-SD","Transfer","FROM WTP TO SERVICE AREA","67083","Chincoteague Town of","municipal","1996","0","0.00","37.936944444444","-75.456111111111","51001",""
"225111","vwuds_tfr-0333-0701-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72510","RICHMOND (CITY) SERVICE AREA","municipal","1985","0","0.00","37.550000000000","-77.462500000000","51760",""
"225493","vwuds_tfr-0681-0422-TW-SD","Transfer","FROM 37TH ST WTP TO SA","73193","NORFOLK SERVICE AREA","municipal","2004","0","0.00","36.855555555556","-76.209722222222","51710",""
"226067","vwuds_tfr-pmp639-0017-TW-DL","Transfer","To Brunswick County IDA North(MRRJA)","73413","LAWRENCEVILLE SERVICE AREA","municipal","2016","9.223","0.03","36.758333333333","-77.850000000000","51025",""
"225371","vwuds_tfr-0566-0202-TW-SD","Transfer","FROM WTP TO SERVICE AREA","74221","WISE (TOWN) WTP","municipal","2002","0","0.00","36.975000000000","-82.580555555556","51195",""
"224813","vwuds_tfr-0060-1939-TW-DL","Transfer","FROM CITY OF WAYNESBORO","73589","WAYNESBORO PLANT","manufacturing","1992","0","0.00","-99.000000000000","-99.000000000000","51820",""
"225097","vwuds_tfr-0314-0164-TW-DL","Transfer","FROM TAZEWELL CO-CLAYPOOL","74277","CEDAR BLUFF SERVICE AREA","municipal","2019","1066000","2,920.55","37.087500000000","-81.762500000000","51185",""
"225815","vwuds_tfr-1108-0685-TW-DL","Transfer","RAW WATER FROM NORFOLK PIPE","74327","LAKE GASTON WTP","municipal","2019","2522.143","6.91","36.779444444444","-76.437222222222","51550",""
"224915","vwuds_tfr-0193-0323-TW-DL","Transfer","FROM ST PAUL (TOWN)","72795","DANTE-LICK CREEK SERVICE AREA","municipal","2013","0","0.00","36.958333333333","-82.292500000000","51167",""
"225871","vwuds_tfr-1533-1534-TW-SD","Transfer","FROM WTP TO SERVICE AREA","71734","UPPER SMITH SERVICE AREA","municipal","1998","0","0.00","36.702500000000","-79.913611111111","51089",""
"225045","vwuds_tfr-0282-1402-TW-DL","Transfer","FROM FAIRFAX CO WA-OCCOQU","74183","RESTON PLANT","manufacturing","1986","0","0.00","38.954444444444","-77.350000000000","51059",""
"225721","vwuds_tfr-0912-1000-TW-SD","Transfer","FROM WTP TO PLANT","73332","MARTINSVILLE PLANT","manufacturing","2011","0","0.00","36.663055555556","-79.893611111111","51089",""
"225941","vwuds_tfr-1881-0526-TW-SD","Transfer","FROM CHICKAHMY TO HARWOOD MILL","72438","HARWOOD'S MILL WTP","municipal","2004","0","0.00","37.138055555556","-76.458333333333","51199",""
"225929","vwuds_tfr-1838-0169-TW-DL","Transfer","FROM WISE CO PSA REGIONAL WTP","71741","COEBURN WTP","municipal","2009","0","0.00","37.943888888889","-82.464444444444","51195",""
"225317","vwuds_tfr-0534-0427-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72652","WILLIAMSBURG SERVICE AREA","municipal","2001","0","0.00","37.266666666667","-76.709166666667","51830",""
"225037","vwuds_tfr-0282-0466-TW-DL","Transfer","FROM FAIRFAX CO WA-OCCOQUAN RE","74425","OWDT SERVICE AREA","municipal","1982","1881.204","5.15","38.661944444444","-77.247777777778","51153",""
"225647","vwuds_tfr-0784-0788-TW-DL","Transfer","FROM BLCKBG-CHRSTNSBG-VPI","74316","CHRISTIANSBURG SERVICE AREA","municipal","1982","0","0.00","37.130277777778","-80.409166666667","51121",""
"225265","vwuds_tfr-0478-0277-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72915","FAIRFAX (CITY) SERVICE AREA","municipal","2000","0","0.00","38.841111111111","-77.308333333333","51600",""
"224943","vwuds_tfr-0202-0809-TW-DL","Transfer","FROM WISE (TOWN)","74407","STEPHENS SERVICE AREA","municipal","1988","7.9","0.02","36.608888888889","-81.602777777778","51195",""
"225059","vwuds_tfr-0283-0279-TW-DL","Transfer","FROM Fairfax Water","401262","Potomac River Water Supply Project (Central System)","municipal","1998","1483.515","4.06","39.001388888889","-77.403611111111","51107",""
"225265","vwuds_tfr-0478-0277-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72915","FAIRFAX (CITY) SERVICE AREA","municipal","2005","0","0.00","38.841111111111","-77.308333333333","51600",""
"225111","vwuds_tfr-0333-0701-TW-SD","Transfer","FROM WTP TO SERVICE AREA","72510","RICHMOND (CITY) SERVICE AREA","municipal","2018","22623.4","61.98","37.550000000000","-77.462500000000","51760",""
"225417","vwuds_tfr-0621-0622-TW-SD","Transfer","FROM WTP TO SERVICE AREA","73335","CLIFTON FORGE SERVICE AREA","municipal","1999","498.55","1.37","37.816666666667","-79.823611111111","51005",""
"225059","vwuds_tfr-0283-0279-TW-DL","Transfer","FROM Fairfax Water","401262","Potomac River Water Supply Project (Central System)","municipal","2011","7018.44","19.23","39.001388888889","-77.403611111111","51107",""
